a	手	扌手
楙	imi	木矛木
棾	imj	木冖几
櫩	imj	木門臼
槛	imk	木皿竹
橌	iml	木門月
橇	imm	木毛毛
柔	imn	木矛乀
榈	imo	木门口
櫚	imo	木門口
櫊	imo	木門口
梅	imp	木母丿
楣	imp	木目尸
柕	imp	木矛丿
楯	imp	木目丿
榅	imr	木皿日
榠	imr	木冖日
橺	imr	木門日
榼	ims	木皿厶
鬰	ims	木冖彡
鬱	ims	木冖彡
橘	imt	木矛冂
橀	imt	木皿亠
枆	imv	木毛乙
榲	imw	木皿囗
橍	imw	木門王
榓	imx	木皿心
橉	imx	木米夕
楹	imy	木皿又
樱	inb	木女贝
櫻	inb	木女貝
桜	ind	木女丶
樢	ind	木鳥丶
椄	inl	木女立
楼	inm	木女米
枭	inn	木鸟乀
梟	inn	木鳥乀
桇	ino	木女口
棲	ins	木女十
樓	ins	木女十
桙	ins	木牛厶
桵	inz	木女爫
柬	iob	木口丷
枳	iob	木口八
枴	iod	木口刀
柖	iod	木口刀
栆	iod	木口丶
楫	iof	木口耳
柯	ioh	木口一
杏	ioh	木口一
梧	ioh	木口一
枵	ioh	木口一
桮	ioh	木口一
櫿	ioh	木口火
槑	ioi	木口木
柺	iol	木口力
梋	iol	木口月
棓	iol	木口立
束	ion	木口乀
梏	ion	木口牛
榀	ioo	木口口
梠	ioo	木口口
楍	ioo	木口口
枯	ios	木口十
桔	ios	木口士
枱	ios	木口厶
枲	ios	木口厶
桰	ios	木口氏
橲	ios	木口士
樿	iot	木口田
柌	iov	木口乙
梒	iov	木口人
桯	iow	木口王
桾	iox	木口彐
橏	ioy	木口羊
格	ioz	木口夂
柅	ipb	木尸匕
槳	ipc	木爿寸
檕	ipc	木殳車
欘	ipc	木尸虫
枖	ipd	木丿大
枡	ipg	木丿廾
檓	ipg	木殳工
朱	iph	木丿一
柘	iph	木石一
杔	iph	木丿一
栃	iph	木丿一
櫄	iph	木丿黑
榝	ipi	木殳木
樧	ipi	木殳木
榐	ipk	木尸衣
柞	ipl	木丿丨
榍	ipl	木尸月
梶	ipm	木尸毛
樨	ipn	木尸牛
杘	ipn	木尸乀
杸	ipn	木殳乀
柀	ipn	木皮乀
椐	ipo	木尸口
梮	ipo	木尸口
桥	ipp	木丿丿
椴	ipp	木殳丿
桘	ipp	木丿尸
棩	ipp	木片片
杵	ips	木丿十
棰	ips	木丿士
梔	ips	木丿巳
杄	ips	木丿十
梉	ips	木爿士
榖	ips	木殳士
橋	ipt	木丿冂
栴	ipt	木丿冂
楀	ipt	木丿冂
杂	ipv	木丿乙
朹	ipv	木丿乙
朶	ipv	木丿乙
杦	ipv	木丿乙
柂	ipv	木丿乙
桨	ipx	木丬夕
栎	ipx	木丿小
櫇	ipy	木皮頁
柉	ipz	木丿之
楃	ipz	木尸至
樼	ipz	木尸子
枤	iqd	木犬丶
梄	iqh	木酉一
梑	iqh	木犬火
棈	iqh	木青一
槱	iqh	木酉灬
樕	iqi	木欠木
橥	iql	木犬耂
櫅	iql	木齊丨
杴	iqn	木欠乀
棍	irb	木日比
楊	irb	木日勹
栺	irb	木日匕
楬	irb	木日勹
橧	irb	木日丷
棏	irc	木日寸
榯	irc	木日寸
椿	ird	木日大
檽	ire	木雨而
樶	irf	木日耳
桿	irg	木日干
欞	irg	木日工
查	irh	木日一
桓	irh	木日一
杳	irh	木日一
樗	irh	木雨一
柦	irh	木日一
榗	irh	木日一
橒	irh	木雨一
橬	irj	木日旡
櫭	irj	木日旡
欛	irl	木雨月
杲	irn	木日乀
東	irn	木日乀
杁	irn	木入乀
櫺	iro	木雨口
栧	irp	木日丿
椙	irr	木日日
橸	irr	木日日
棔	irs	木日氏
檑	irt	木雨田
槽	iru	木日艹
棤	iru	木日艹
檜	irv	木日人
榥	irx	木日小
樰	irx	木雨彐
榻	iry	木日羽
棹	isb	木十卜
櫝	isb	木士貝
樒	isb	木山宀
榭	isc	木身寸
欝	isc	木罒寸
标	isd	木示丶
橡	isd	木豕刀
柢	isd	木氏丶
椟	isd	木十大
柰	isd	木示丶
榿	isd	木山豆
梤	isd	木山刀
椓	isd	木豕丶
椯	ise	木山而
楞	isf	木罒方
榘	isf	木矢匚
檌	isf	木罒非
枿	isg	木十廾
植	ish	木十一
栝	ish	木舌一
栍	ish	木生一
桤	isj	木山己
檈	isk	木罒衣
杷	isl	木巳丨
櫫	isl	木豕耂
杣	isl	木山丨
楌	isl	木彡立
櫜	ism	木十冖
槝	isn	木山鳥
椥	iso	木矢口
杉	isp	木彡丿
橐	isp	木十石
枠	isp	木十丿
枾	isp	木十丿
椑	isp	木十丿
槖	isp	木士石
桳	iss	木厶十
椮	iss	木彡厶
槮	iss	木彡厶
楠	ist	木十冂
椊	ist	木十亠
榊	ist	木礻田
檡	ist	木罒土
檺	ist	木豕亠
欈	ist	木山冂
桒	isu	木十艹
枽	isu	木十艹
桦	isv	木十亻
椽	isv	木豕乙
栬	isv	木色乙
梣	isv	木山人
櫲	isv	木豕乙
樯	isw	木十囗
檣	isw	木十囗
椤	isx	木罒夕
欏	isz	木罒隹
槯	isz	木山隹
栾	itb	木亠八
梐	itb	木土比
棢	itb	木冂丷
梳	itc	木亠川
椔	itc	木田巛
樫	itc	木土臣
橎	itc	木田采
榴	itd	木田刀
枣	itd	木冂丶
枏	ite	木冂二
校	itf	木亠父
杜	ith	木土一
柤	ith	木冂一
査	ith	木冂一
梬	ith	木田一
橊	ith	木田一
杭	itj	木亠几
椳	itk	木田衣
榬	itk	木土衣
橠	itk	木亠衣
櫰	itk	木亠衣
欀	itk	木亠衣
柚	itl	木田丨
柙	itl	木田丨
柛	itl	木田丨
榸	itl	木土里
果	itn	木田乀
朿	itn	木冂乀
桐	ito	木冂口
楇	ito	木冂口
椆	ito	木冂口
楅	ito	木田口
楟	ito	木亠口
槗	ito	木冂口
槷	itp	木土丿
槸	itp	木土丿
檀	itr	木亠日
檩	its	木亠示
棄	its	木亠厶
棡	its	木冂山
桂	itt	木土土
栅	itt	木冂冂
柵	itt	木冂冂
枬	itt	木冂亠
柟	itt	木冂土
樆	itt	木亠冂
橿	itt	木田田
櫑	itt	木田田
櫐	itt	木田田
構	itu	木土艹
樭	itu	木土艹
核	itv	木亠人
枘	itv	木冂人
杧	itv	木亠乙
杗	itv	木亠乙
桽	itv	木土人
梈	itv	木亠乙
楐	itv	木田人
椋	itx	木亠小
樘	itx	木土小
檔	itx	木田小
椉	itx	木亠夕
槒	itx	木田玄
柽	ity	木土又
椁	itz	木亠子
槆	iub	木艹勹
模	iud	木艹大
棻	iud	木艹刀
楧	iud	木艹大
栏	iue	木艹二
欂	iue	木艹氵
椹	iuf	木艹匚
榵	iuf	木艹耳
櫙	iuf	木艹匚
櫗	iug	木艹戈
欌	iug	木艹戈
櫵	iuh	木艹灬
栉	iuj	木艹卩
欍	iuj	木艹臼
欗	ium	木艹門
楛	iuo	木艹口
楉	iuo	木艹口
榙	iuo	木艹口
橗	iur	木艹日
檬	ius	木艹豕
樺	ius	木艹十
櫒	ius	木艹示
槿	iut	木艹土
樠	iut	木艹冂
椛	iuv	木艹亻
檧	iux	木艹心
檴	iuy	木艹又
櫹	iuy	木艹聿
權	iuz	木艹隹
樥	iuz	木艹夂
櫣	iuz	木艹辶
杹	ivb	木亻匕
柎	ivc	木亻寸
检	ivd	木人丶
柃	ivd	木人丶
栰	ivg	木亻戈
梻	ivg	木亻弓
桧	ivh	木人一
楩	ivh	木亻一
梌	ivi	木人木
樤	ivi	木亻木
枪	ivj	木人卩
札	ivk	木乙〇
朰	ivk	木乙〇
榆	ivl	木人月
楡	ivl	木人月
樇	ivl	木亻月
极	ivn	木乙乀
朲	ivn	木人乀
槍	ivo	木人口
椧	ivo	木人口
椺	ivo	木亻口
樖	ivo	木人口
杨	ivp	木乙丿
杚	ivp	木乙丿
栣	ivp	木人丿
栠	ivp	木亻丿
栿	ivq	木亻犬
榦	ivs	木人十
檎	ivt	木人亠
杻	ivt	木乙土
棆	ivt	木人冂
杼	ivv	木乙乙
枞	ivv	木人人
檢	ivv	木人人
杝	ivv	木乙乙
枔	ivv	木人乙
棽	ivv	木人乙
検	ivv	木人人
橻	ivv	木乙乙
栓	ivw	木人王
柋	ivy	木亻弋
條	ivz	木亻夂
檲	iwc	木囗寸
栶	iwd	木囗大
柶	iwe	木囗儿
檄	iwf	木攵方
橄	iwf	木攵耳
梇	iwg	木王廾
槶	iwg	木囗戈
枉	iwh	木王一
棞	iwh	木囗禾
棨	iwh	木攵户
梱	iwi	木囗木
椲	iwl	木韋丨
橵	iwl	木攵月
楘	iwm	木攵矛
枚	iwn	木攵乀
櫢	iwn	木攵女
檉	iwo	木王口
棝	iwo	木囗口
櫮	iwo	木王口
桡	iwp	木兀丿
橈	iwt	木兀土
檠	iwu	木攵艹
杌	iwv	木兀乙
椢	iww	木囗王
橔	iwz	木攵子
棇	ixb	木心八
楤	ixb	木心勹
杀	ixd	木乂丶
杺	ixd	木心丶
梕	ixd	木心刀
桄	ixe	木小儿
椂	ixe	木彐水
槥	ixf	木彐丰
櫘	ixf	木心丰
椌	ixg	木穴工
栖	ixh	木西一
桖	ixh	木血一
楿	ixh	木香一
樮	ixh	木西火
棥	ixi	木乂木
梞	ixj	木心己
桀	ixl	木夕丨
梢	ixl	木小月
梓	ixl	木辛丨
桝	ixl	木夕丨
槵	ixl	木心丨
栗	ixn	木西乀
楆	ixn	木西女
棠	ixo	木小口
橭	ixo	木辛口
榨	ixp	木穴丿
檗	ixp	木辛尸
杪	ixp	木小丿
柲	ixp	木心丿
樬	ixp	木心丿
檘	ixp	木辛尸
橝	ixr	木西日
標	ixs	木西示
梽	ixs	木心士
橞	ixs	木心十
櫱	ixs	木辛山
棭	ixt	木夕亠
楒	ixt	木心田
棯	ixv	木心人
档	ixx	木小彐
栘	ixx	木夕夕
榋	ixx	木彐彐
橤	ixx	木心心
檍	ixy	木心音
檼	ixz	木心爫
業	iyb	木业丷
梷	iyb	木又卜
槢	iyb	木羽白
树	iyc	木又寸
檐	iyd	木言刀
杈	iyd	木又丶
樸	iyd	木业大
杙	iyd	木弋丶
柭	iyd	木又丶
樣	iye	木羊水
様	iye	木羊水
欒	iyf	木言糹
栻	iyg	木弋工
檥	iyg	木羊戈
榚	iyh	木羊灬
櫯	iyh	木魚禾
檏	iyi	木业木
样	iyl	木羊丨
槠	iyl	木讠耂
櫧	iyl	木讠耂
柪	iyl	木幺力
欔	iym	木又目
权	iyn	木又乀
板	iyp	木又丿
梃	iyp	木廴丿
枒	iyp	木牙丿
梴	iyp	木廴丿
椵	iyp	木又尸
橚	iyp	木聿片
檨	iyq	木羊欠
橹	iyr	木鱼日
櫓	iyr	木魚日
槾	iyr	木又日
樛	iys	木羽彡
栩	iyt	木羽√
桶	iyv	木用乙
椒	iyx	木又小
梫	iyx	木又彐
橕	iyx	木牙小
桑	iyy	木又又
楗	iyy	木廴聿
棳	iyy	木又又
檵	iyy	木幺幺
欉	iyy	木业又
櫂	iyz	木羽隹
欆	iyz	木又隹
柴	izb	木止匕
梿	izc	木辶车
槤	izc	木辶車
条	izd	木夂丶
柊	izd	木夂丶
榽	izd	木爫大
桻	izf	木夂丰
榣	izf	木爫缶
槂	izf	木子糸
櫋	izf	木自方
樾	izg	木走戈
檅	izg	木止戈
李	izh	木子一
椎	izh	木隹一
桎	izh	木至一
杍	izh	木子一
杫	izh	木止一
柾	izh	木止一
栫	izh	木子一
槄	izj	木爫臼
椶	izk	木夂凵
檇	izk	木隹凵
栙	izl	木夂丨
榷	izm	木隹冖
欋	izm	木隹目
枝	izn	木支乀
枛	izn	木爪乀
槌	izp	木辶丿
槜	izp	木隹丿
槃	izp	木舟殳
権	izp	木隹丿
椱	izr	木夂日
梭	izs	木夂厶
榫	izs	木隹十
橰	izs	木自十
桲	izs	木子十
檤	izs	木辶首
檖	izs	木辶豕
檯	izs	木至士
棱	izt	木夂土
檛	izt	木辶冂
橽	izt	木辶土
橓	izx	木爫夕
櫏	izx	木辶西
櫌	izx	木夂心
楥	izy	木爫又
樋	izy	木辶用
桴	izz	木爫子
榎	izz	木夂自
槰	izz	木辶夂
鑻	jai	釒手木
銴	jaj	金扌斤
釮	jap	釒扌丿
镎	jav	钅手人
鎿	jav	釒手人
幥	jax	巾手小
鐣	jax	釒手小
鋬	jay	金扌又
钧	jbb	钅勹冫
镔	jbb	钅宀八
锴	jbb	钅白比
帧	jbb	巾贝卜
铊	jbb	钅宀匕
幀	jbb	巾貝卜
鈞	jbb	釒勹冫
鉈	jbb	釒宀匕
鍇	jbb	釒白比
鑌	jbb	釒宀貝
卽	jbb	卩白匕
旣	jbb	旡白匕
鉲	jbb	釒卜卜
鍞	jbb	釒貝卜
鎭	jbb	釒八匕
鏔	jbb	釒宀八
鑍	jbb	金貝貝
鎻	jbc	釒貝巛
鑦	jbc	釒貝臣
卷	jbd	卩丷大
凳	jbd	几癶豆
钓	jbd	钅勹丶
镫	jbd	钅癶豆
钡	jbd	钅贝丶
钋	jbd	钅卜丶
釣	jbd	釒勹丶
鋇	jbd	釒貝丶
釙	jbd	釒卜丶
鐙	jbd	釒癶豆
帣	jbd	巾丷大
巻	jbd	己丷大
觠	jbd	角丷大
鍨	jbd	釒癶大
覴	jbd	見癶豆
鑚	jbd	釒貝大
锐	jbe	钅丷儿
銳	jbe	釒八儿
帨	jbe	巾丷儿
錓	jbe	釒丷儿
鋭	jbe	釒丷儿
鑽	jbe	釒貝儿
鋾	jbf	釒勹缶
锑	jbg	钅丷弓
镄	jbg	钅贝弓
銻	jbg	釒丷弓
鐨	jbg	釒貝弓
帡	jbg	巾丷廾
帲	jbg	巾丷廾
幊	jbg	巾貝工
鉼	jbg	釒丷廾
镕	jbg	钅宀谷
鎔	jbg	釒宀谷
鏺	jbg	釒癶弓
帕	jbh	巾白一
舄	jbh	臼勹灬
铂	jbh	钅白一
與	jbh	臼八一
鉑	jbh	釒白一
凮	jbh	几白一
帞	jbh	巾白一
釡	jbh	金八一
銆	jbh	釒白一
鋎	jbh	釒宀一
鑧	jbj	釒宀見
鑕	jbj	釒貝斤
帛	jbl	巾白丨
舉	jbl	臼八丨
鉳	jbl	釒匕丨
鉡	jbl	釒丷丨
鐀	jbl	釒貝丨
凴	jbm	几冫馬
鏆	jbm	釒貝母
铵	jbn	钅宀女
銨	jbn	釒宀女
釟	jbn	釒八乀
钻	jbo	钅卜口
帖	jbo	巾卜口
觇	jbo	见卜口
鉆	jbo	釒卜口
鉤	jbo	釒勹口
覘	jbo	見卜口
斪	jbo	斤勹口
鎋	jbo	釒宀口
锧	jbp	钅貝丿
鋲	jbp	釒八丿
錧	jbp	釒宀尸
鎞	jbp	釒比丿
帻	jbq	巾贝青
幘	jbq	巾貝青
銁	jbr	釒勹日
銞	jbr	金勹日
鍹	jbr	釒宀日
镇	jbs	钅八十
钩	jbs	钅勹厶
镲	jbs	钅宀示
镓	jbs	钅宀豕
鎮	jbs	釒八十
鎵	jbs	釒宀豕
鑔	jbs	釒宀示
铇	jbs	钅勹巳
鈆	jbs	釒八厶
鈎	jbs	釒勹厶
幏	jbs	巾宀豕
鉋	jbs	釒勹巳
幩	jbs	巾貝十
鋐	jbs	釒宀厶
錝	jbs	釒宀示
鐼	jbs	釒貝十
鐉	jbs	釒八巳
觯	jbt	角丷田
觍	jbt	见八冂
覥	jbt	見八冂
錪	jbt	釒八冂
覾	jbt	見宀田
斯	jbu	斤八艹
帺	jbu	巾八艹
鉷	jbu	釒八艹
錤	jbu	釒八艹
鈚	jbv	釒比乙
鏥	jbv	釒宀亻
凰	jbw	几白王
锽	jbw	钅白王
鍠	jbw	釒白王
鏀	jbw	釒卜囗
锁	jbx	钅贝小
鎖	jbx	釒貝小
帵	jbx	巾宀夕
鋺	jbx	釒宀夕
幰	jbx	巾宀心
鑏	jbx	釒宀心
鑜	jbx	釒貝小
鈙	jby	釒卜又
凲	jby	几丷聿
镃	jby	钅丷幺
鍧	jby	釒勹言
鎡	jby	釒丷幺
鎌	jby	釒丷聿
锭	jbz	钅宀疋
錠	jbz	釒宀疋
觺	jbz	角匕疋
鎒	jcc	釒寸辰
触	jcd	角虫丶
鉵	jcd	釒虫丶
銂	jcd	釒川丶
鋞	jcg	釒巛工
鑋	jcg	金車工
銜	jch	釒彳一
鏁	jci	釒巛木
錾	jcj	金车斤
鏨	jcj	金車斤
鈪	jcj	釒厂卩
覱	jcj	見車斤
鏩	jcj	釒車斤
覽	jck	見臣竹
鑒	jck	金臣竹
覧	jck	見臣竹
鍳	jck	金臣竹
斩	jcl	斤车丨
钏	jcl	钅川丨
斬	jcl	斤車丨
釧	jcl	釒川丨
鑡	jcl	釒齒丨
帐	jcn	巾长乀
帳	jcn	巾長乀
帪	jcn	巾辰乀
鋠	jcn	釒辰乀
鋹	jcn	釒長乀
铸	jcp	钅寸丿
帱	jcp	巾寸丿
鋳	jcp	釒寸丿
镢	jcq	钅厂欠
鐝	jcq	釒厂欠
鐏	jcq	釒寸酉
锝	jcr	钅寸日
鑄	jcs	釒寸士
幬	jcs	巾寸士
鏄	jcs	釒寸十
镴	jcs	钅巛鼠
鑞	jcs	釒巛鼠
锱	jct	钅巛田
幫	jct	巾寸土
錙	jct	釒巛田
幇	jct	巾寸土
錷	jcv	釒車乙
幑	jcw	巾彳攵
覹	jcw	見彳攵
鐞	jcx	釒寸彐
镈	jcy	钅寸用
鋻	jcy	金臣又
鎛	jcy	釒寸用
鑆	jcy	釒寸业
锊	jcz	钅寸爫
鏦	jcz	釒彳疋
铡	jdb	钅刂贝
铗	jdb	钅大丷
鍘	jdb	釒刂貝
帉	jdb	巾刀八
鈖	jdb	釒刀八
鎆	jdb	釒刂丷
镵	jdb	钅刀比
鑱	jdb	釒刀比
钛	jdd	钅大丶
夙	jdd	几歹丶
锲	jdd	钅大刀
鈦	jdd	釒大丶
鍥	jdd	釒大刀
釰	jdd	釒刀丶
銐	jdd	金刂歹
鋔	jde	釒刀儿
觢	jdf	角刀丰
锛	jdg	钅大廾
錛	jdg	釒大廾
铏	jdg	钅刂廾
鉶	jdg	釒刂廾
銕	jdg	釒大弓
规	jdh	见大一
舂	jdh	臼大一
規	jdh	見大一
臽	jdh	臼刀一
鈇	jdh	釒大一
銙	jdh	釒大一
鋫	jdh	金刂禾
鋀	jdh	釒豆一
鋓	jdh	釒刂禾
觤	jdj	角刀卩
錎	jdj	釒刀臼
凡	jdk	几丶〇
斥	jdk	斤丶〇
卪	jdk	卩丶〇
斛	jdl	角斗丨
钭	jdl	钅斗丨
鈄	jdl	釒斗丨
觉	jdm	见丶冖
覚	jdm	見丶冖
鐭	jdm	釒大米
解	jdn	角刀牛
釱	jdn	釒大乀
釼	jdn	釒刀乀
锜	jdo	钅大口
觭	jdo	角大口
錡	jdo	釒大口
铁	jdp	钅大丿
帙	jdp	巾大丿
釖	jdp	釒刀丿
鉄	jdp	釒大丿
錼	jds	釒大示
鉠	jdt	釒大冂
鍷	jdt	釒大土
钊	jdv	钅刂乙
觖	jdv	角大乙
釗	jdv	釒刂乙
鋏	jdv	釒大人
鈌	jdv	釒大乙
厁	jdv	卩斗人
鐤	jdv	釒鼎乙
鉒	jdw	釒丶王
铮	jdx	钅刀彐
镣	jdx	钅大小
鐐	jdx	釒大小
錚	jdx	釒刀彐
鏯	jdx	釒大乂
斵	jdy	斤刀业
鍙	jeb	金氵八
鎏	jec	金氵川
鋈	jed	金氵大
觩	jed	角水丶
銶	jed	釒水丶
铫	jee	钅儿水
銚	jee	釒儿水
覜	jee	見儿水
銢	jee	釒二水
鍌	jee	金氵儿
觨	jeg	角水工
銾	jeg	釒水工
卺	jeh	卩水一
巹	jeh	己水一
鑗	jeh	釒水禾
鎃	jek	釒氵衣
铣	jen	钅儿牛
銑	jen	釒儿牛
錃	jep	金氵皮
鐋	jer	釒氵日
錔	jer	釒水日
鍅	jes	釒氵厶
铴	jev	钅氵乙
釪	jev	釒二乙
釫	jev	釒二乙
鑎	jfb	釒匚貝
銯	jfd	釒糸丶
帮	jff	巾阝丰
鑷	jff	釒耳耳
幚	jff	巾阝丰
鎁	jff	釒耳阝
鎯	jfg	釒阝艮
铒	jfh	钅耳一
鉺	jfh	釒耳一
鉔	jfj	釒匚巾
斧	jfl	斤父丨
锕	jfo	钅阝口
钷	jfo	钅匚口
鉕	jfo	釒匚口
錒	jfo	釒阝口
鏂	jfo	釒匚口
鐑	jfo	釒糹口
钫	jfp	钅方丿
鈁	jfp	釒方丿
鍦	jfp	釒方丿
鐊	jfr	釒阝日
镞	jfs	钅方矢
鏃	jfs	釒方矢
鎍	jfs	釒糸十
鐆	jfs	金阝豕
镑	jft	钅方亠
镙	jft	钅糸田
鎊	jft	釒方亠
鏍	jft	釒糸田
覫	jft	見方亠
钜	jfv	钅匚乙
鉅	jfv	釒匚乙
銸	jfv	釒耳乙
镊	jfy	钅耳又
铘	jfy	钅阝牙
鋣	jfy	釒阝牙
鋷	jfy	釒耳又
镟	jfz	钅方疋
鏇	jfz	釒方疋
锇	jga	钅戈扌
鋨	jga	釒戈扌
镪	jgc	钅弓虫
鏹	jgc	釒弓虫
幮	jgc	巾广寸
钱	jgd	钅戈丶
锒	jgd	钅艮丶
鋃	jgd	釒艮丶
鈛	jgd	釒戈丶
錢	jgg	釒戈戈
帴	jgg	巾戈戈
钳	jgh	钅甘一
镐	jgh	钅高一
鉗	jgh	釒甘一
鎬	jgh	釒高一
钘	jgh	钅廾一
釭	jgh	釒工一
鈃	jgh	釒廾一
銭	jgh	釒戈一
銊	jgh	釒戈一
鋊	jgh	釒谷一
鏣	jgh	釒广灬
鑛	jgh	釒广黄
銎	jgj	金工几
鑯	jgj	釒戈韭
即	jgl	卩艮丨
镉	jgl	钅鬲丨
舁	jgl	臼廾丨
卻	jgl	卩谷丨
釬	jgl	釒干丨
鎘	jgl	釒鬲丨
卭	jgl	卩工丨
鈏	jgl	釒弓丨
鈟	jgl	釒弓丨
鏮	jgl	釒广隶
银	jgn	钅艮乀
觚	jgn	角瓜乀
銀	jgn	釒艮乀
鈲	jgn	釒瓜乀
鐵	jgo	釒戈口
觱	jgo	角戈口
鍼	jgo	釒戈口
鎕	jgo	釒广口
鐡	jgo	釒戈口
卿	jgp	卩艮丿
铖	jgp	钅戈丿
鋮	jgp	釒戈丿
鉘	jgp	釒弓丿
幟	jgr	巾戈日
鉱	jgs	釒广厶
韯	jgs	韭戈十
钺	jgv	钅戈乙
觋	jgv	见工人
鉞	jgv	釒戈乙
覡	jgv	見工人
韱	jgv	韭戈人
鏚	jgx	釒戈小
镰	jgy	钅广聿
镀	jgy	钅广又
镛	jgy	钅广用
鍍	jgy	釒广又
鐮	jgy	釒广聿
鏞	jgy	釒广用
鎈	jgy	釒工羊
鐖	jgy	釒戈幺
鎼	jha	釒虍手
钚	jhb	钅一卜
鈈	jhb	釒一卜
覔	jhb	見一卜
鉟	jhb	釒一卜
錅	jhb	金禾勹
觵	jhd	角黄丶
鐄	jhd	釒黄丶
覻	jhd	見虍豆
覝	jhg	見火干
銒	jhg	釒一干
锹	jhh	钅禾火
锬	jhh	钅火火
鍬	jhh	釒禾火
錟	jhh	釒火火
覢	jhh	見火火
鍫	jhh	金禾火
覰	jhh	見虍一
錰	jhi	釒灬木
覤	jhj	見虍几
鋵	jhj	釒禾几
錿	jhj	釒虍几
卫	jhk	卩一〇
钝	jhk	钅一凵
鈍	jhk	釒一凵
师	jhl	巾一丨
巿	jhl	巾一丨
帀	jhl	巾一丨
帍	jhl	巾户丨
鐪	jhl	釒虍力
带	jhm	巾一冖
帶	jhm	巾一冖
鎣	jhm	金火冖
帯	jhm	巾一冖
覮	jhm	見火冖
鑪	jhm	釒虍皿
钬	jhn	钅火乀
鈥	jhn	釒火乀
鉌	jhn	釒禾乀
布	jhp	巾一丿
锈	jhp	钅禾丿
銹	jhp	釒禾丿
鎢	jhp	釒灬丿
鈩	jhp	釒户丿
幠	jhp	巾灬丿
鏬	jhp	釒虍丿
錑	jhq	釒户犬
凨	jhs	几一厶
鐻	jhs	釒虍豕
鈵	jht	釒一冂
鍽	jht	釒户冂
覼	jht	見一冂
鑈	jht	釒一冂
觾	jhu	角灬艹
钉	jhv	钅一乙
钙	jhv	钅一乙
釘	jhv	釒一乙
鈣	jhv	釒一乙
旡	jhv	旡一乙
帄	jhv	巾一乙
舃	jhv	臼灬乙
鉪	jhv	釒一乙
鈨	jhw	釒一兀
鑢	jhx	釒虍心
钂	jhx	釒黑小
觑	jhy	见虍业
覷	jhy	見虍业
铔	jhy	钅一业
錏	jhy	釒一业
鐎	jhz	釒灬隹
铼	jib	钅木丷
鑠	jib	釒木白
觻	jib	角木白
鉥	jid	釒木丶
鏫	jid	釒木刀
厀	jie	卩木水
钵	jih	钅木一
帓	jih	巾木一
幉	jih	巾木一
鉢	jih	釒木一
鍱	jih	釒木一
鑅	jih	釒木火
鍒	jim	釒木矛
凩	jin	几木乀
鈢	jin	釒木乀
觫	jio	角木口
鋉	jio	釒木口
幧	jio	巾木口
鍊	jio	釒木口
鐰	jio	釒木口
铢	jip	钅木丿
銖	jip	釒木丿
錬	jir	釒木日
锞	jit	钅木田
錁	jit	釒木田
錸	jiv	釒木人
铩	jix	钅木乂
鐢	jix	金木乂
鏿	jix	釒木小
鎟	jiy	釒木又
鎳	jiz	釒木自
鏶	jiz	釒木隹
锦	jjb	钅巾白
锩	jjb	钅卩丷
錦	jjb	釒巾白
錈	jjb	釒卩丷
鐁	jjb	釒斤八
鑬	jjc	釒見臣
帆	jjd	巾几丶
钒	jjd	钅几丶
釩	jjd	釒几丶
觬	jje	角臼儿
钸	jjh	钅巾一
鈽	jjh	釒巾一
鍂	jjh	釒金一
鑫	jjj	金金金
凧	jjl	几巾丨
斦	jjl	斤斤丨
帠	jjl	巾臼丨
釿	jjl	釒斤丨
鍗	jjl	釒巾立
铅	jjo	钅几口
铞	jjo	钅巾口
銱	jjo	釒巾口
铆	jjp	钅卩丿
鉚	jjp	釒卩丿
鉓	jjp	釒巾丿
锨	jjq	钅斤欠
鍁	jjq	釒斤欠
銟	jjs	釒巾山
铈	jjt	钅巾亠
鈰	jjt	釒巾亠
釠	jjv	釒几乙
覞	jjv	見見乙
鋧	jjv	釒見乙
鏛	jjx	釒巾小
鏼	jki	釒竹木
幯	jkj	巾竹卩
鈯	jkk	釒凵凵
铱	jkn	钅衣乀
銥	jkn	釒衣乀
锿	jko	钅衣口
鋴	jkv	釒克乙
箒	jkx	巾竹彐
铑	jlb	钅耂匕
銠	jlb	釒耂匕
幐	jlb	巾月丷
鎙	jlb	釒月丷
钥	jlh	钅月一
锄	jlh	钅力一
镳	jlh	钅鹿灬
韭	jlh	韭丨一
锂	jlh	钅里一
铕	jlh	钅月一
銪	jlh	釒月一
鋰	jlh	釒里一
鐒	jlh	釒力火
鑣	jlh	釒鹿灬
鈅	jlh	釒月一
鉝	jlh	釒立一
鑨	jlh	釒龍一
新	jli	斤立木
親	jli	見立木
鉴	jlk	金丨竹
览	jlk	见丨竹
幢	jll	巾立里
鐘	jll	釒立里
錋	jll	釒月月
帝	jlm	巾立冖
銇	jln	釒耒乀
钟	jlo	钅丨口
鈡	jlo	釒丨口
鉫	jlo	釒力口
鋛	jlo	釒丨口
鍸	jlo	釒月口
帅	jlp	巾丨丿
铲	jlp	钅立丿
觔	jlp	角力丿
釛	jlp	釒力丿
镜	jlr	钅立日
幛	jlr	巾立日
锗	jlr	钅耂日
鍺	jlr	釒耂日
鏡	jlr	釒立日
帾	jlr	巾耂日
斱	jlr	斤耂日
覩	jlr	見耂日
觰	jlr	角耂日
鏱	jlr	釒立日
鏟	jls	釒立生
镝	jlt	钅立冂
鋤	jlt	釒力冂
鏑	jlt	釒立冂
錥	jlt	釒月亠
铹	jlu	钅力艹
